,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365
10989,130,2,4,0.18,1,355
10990,30,3,4,0.18,1,0
10992,35,7,2,0.1,2,0
10994,25,2,56,2.49,1,35
10995,89,5,7,0.36,1,0
10996,32,2,11,0.53,1,16
10997,49,11,25,1.16,1,11
10998,90,2,3,0.13,1,279
10999,27,3,8,0.36,1,0
11000,60,2,7,0.38,1,9
11001,44,2,7,0.31,1,85
11002,45,7,2,0.12,1,0
11003,103,2,19,0.84,1,0
11004,55,10,4,0.18,1,3
11005,50,5,16,0.71,1,9
11006,49,2,41,1.86,12,303
11007,66,180,13,0.65,1,47
11008,60,2,10,0.48,1,0
11009,30,2,2,0.16,1,236
11011,50,2,14,0.62,1,17
11012,26,55,1,0.04,1,337
11013,60,5,3,0.15,1,0
11014,30,1,1,0.04,1,0
11015,30,3,22,0.97,1,0
11016,52,5,27,1.2,1,2
11017,19,1,44,1.97,43,84
11018,79,2,7,0.4,1,126
11019,180,1,111,4.9,6,35
11021,18,2,4,0.25,1,0
11022,79,50,5,0.22,1,0
11023,53,2,78,3.49,5,337
11024,27,1,53,2.36,1,30
11025,75,3,6,0.27,1,0
11026,145,3,7,0.43,7,0
11027,105,3,11,0.5,1,41
11028,115,1,53,2.5,4,244
11029,40,3,4,0.51,1,0
11030,81,2,7,0.35,1,0
11031,16,2,1,0.04,1,0
11032,30,2,42,1.86,2,189
11033,30,3,1,0.04,2,0
11034,100,3,1,0.04,1,0
11035,56,2,49,2.25,2,147
11036,50,3,3,0.13,2,0
11037,48,1,1,0.15,1,0
11038,45,20,2,0.12,1,330
11040,45,2,4,0.18,1,0
11041,52,1,12,0.57,1,0
11043,50,2,1,0.05,2,0
11045,180,2,2,0.13,1,338
11046,60,3,8,0.36,1,253
11047,30,1,40,1.91,2,85
11048,95,2,14,0.66,1,28
11049,49,5,3,0.16,1,0
11050,25,10,17,0.76,1,358
11051,1050,2,2,0.09,1,364
11052,89,3,23,3.11,1,0
11053,64,10,16,0.71,2,0
11054,65,1,30,1.44,1,0
11055,30,2,75,3.65,1,24
11056,40,3,90,4.21,1,283
11057,39,2,3,0.17,1,0
11058,39,3,8,0.37,1,0
11059,39,2,50,2.23,1,290
11060,65,5,3,0.2,3,41
11062,25,7,6,0.28,1,92
11064,40,2,14,0.62,1,0
11065,27,3,2,0.09,2,0
11067,20,2,7,0.32,1,23
11068,26,5,1,0.21,1,0
11069,99,4,73,3.24,2,318
11070,1250,1,5,0.3,3,364
11072,24,1,18,0.86,2,129
11073,60,1,6,0.28,2,0
11074,70,1,1,0.06,1,0
11075,80,10,3,0.29,2,0
11076,50,1,1,0.04,1,0
11077,33,30,3,0.14,19,319
11078,15,1,7,0.35,2,0
11079,70,3,3,0.18,1,30
11080,29,2,34,1.51,1,0
11081,80,3,7,0.36,1,71
11083,35,14,1,0.05,1,0
11084,50,2,30,1.33,1,46
11085,30,1,19,0.94,2,98
11086,20,3,2,0.09,1,0
11087,35,1,85,3.81,1,310
11089,320,2,12,0.57,1,319
11090,249,1,76,3.48,9,122
11091,39,2,19,1.16,1,5
11092,49,3,15,0.75,1,172
11093,35,1,1,0.05,1,0
11094,17,5,4,0.27,1,0
11095,45,5,2,0.09,1,0
11097,28,2,22,0.99,1,0
11098,40,1,3,0.42,1,31
11099,55,2,38,1.87,1,226
11100,28,3,8,0.45,1,302
11101,25,3,5,0.22,2,247
11104,19,1,2,0.09,1,0
11106,98,2,57,3.15,12,332
11107,80,2,5,0.26,1,88
11108,70,3,51,2.32,1,57
11109,20,3,5,0.27,1,0
11111,50,2,32,1.53,1,11
11113,100,2,12,0.68,1,49
11115,50,7,1,0.05,1,0
11116,35,1,1,0.36,1,98
11117,25,1,7,0.31,1,0
11118,40,3,11,0.57,1,0
11120,27,26,5,0.24,1,37
11121,185,3,1,0.29,1,168
11122,45,61,5,0.35,1,156
11123,80,6,2,0.12,1,0
11124,74,3,2,0.09,1,0
11125,29,1,63,3.01,2,342
11127,25,1,31,1.4,1,285
11128,65,2,58,2.68,1,8
11129,15,1,10,0.46,1,0
11130,70,2,10,0.46,1,4
11131,40,2,4,0.19,1,0
11132,33,30,6,0.38,17,348
11134,90,2,6,0.84,1,52
11135,45,2,47,2.18,1,0
11136,35,2,49,2.32,1,64
11138,46,2,9,0.41,1,0
11139,35,1,13,0.59,1,0
11140,52,2,11,0.51,1,0
11141,35,2,24,1.16,2,330
11142,36,2,2,0.28,1,164
11144,80,2,45,2.3,1,363
11145,60,2,14,0.74,7,80
11146,48,5,6,0.28,1,0
11147,30,3,52,2.38,1,0
11148,90,3,25,1.24,19,333
11149,90,3,5,0.23,1,0
11150,35,3,10,0.45,1,0
11151,40,5,15,0.69,3,273
11152,35,25,5,0.23,1,62
11153,35,2,4,0.21,2,0
11154,27,2,1,0.1,1,0
11155,28,1,84,3.84,1,85
11156,50,5,12,0.62,1,65
11158,35,3,4,0.3,1,281
11159,70,3,11,0.51,1,305
11160,17,2,10,0.5,14,328
11162,170,1,15,0.71,7,32
11163,30,1000,1,0.05,1,88
11164,80,3,2,0.1,2,0
11165,40,14,7,0.33,1,0
11166,21,3,11,0.51,1,0
11167,19,7,1,0.05,1,0
11168,90,5,1,0.06,1,29
11169,37,2,43,2.12,1,30
11170,59,5,27,1.28,1,17
11171,60,4,4,0.19,1,0
11172,98,3,34,1.76,1,28
11173,35,2,22,1.01,1,297
11174,95,4,67,3.07,1,335
11176,37,4,39,1.93,1,0
11177,30,5,1,0.09,1,58
11178,35,3,2,0.09,1,0
11179,39,3,11,0.54,1,0
11180,42,3,12,0.58,1,98
11181,65,30,5,0.26,1,0
11182,50,3,3,0.15,1,4
11183,25,3,20,1.15,2,20
11184,80,2,19,0.89,1,0
11186,29,4,6,0.3,1,0
11187,94,2,42,2.28,12,338
11188,40,5,7,0.32,1,0
11189,30,3,8,0.41,1,318
11191,45,1,1,0.05,2,0
11192,34,3,16,0.74,1,52
11193,26,60,2,0.15,7,280
11194,15,1,30,1.76,3,0
11195,45,1,49,2.59,1,82
11196,150,5,22,1.02,1,73
11198,140,5,1,0.18,1,25
11199,140,2,110,4.98,12,280
11200,25,3,2,0.09,1,0
11201,30,3,1,0.05,1,276
11204,75,1,16,0.84,1,0
11207,75,7,4,0.28,1,0
11209,28,20,1,0.05,1,0
11210,60,2,7,0.32,1,0
11211,43,7,3,0.15,1,0
11212,18,2,4,0.2,1,0
11213,32,15,2,0.13,5,276
11214,69,1,47,2.27,1,145
11215,48,2,17,0.78,1,0
11216,80,5,5,0.24,1,0
11217,55,5,7,0.32,3,0
11220,45,2,16,0.73,1,0
11222,20,3,6,0.28,1,0
11223,30,1,39,1.87,1,0
11224,59,1,88,4.01,9,134
11225,65,3,16,0.79,1,0
11226,80,4,55,2.52,5,223
11227,25,2,39,1.78,1,1
11228,45,3,1,0.05,1,0
11230,43,2,3,0.14,1,0
11231,60,2,25,1.35,1,90
11232,40,2,2,0.09,1,309
11233,60,1,2,0.09,1,0
11235,40,4,9,0.43,1,0
11237,38,1,20,1.41,1,0
11238,45,2,2,2.0,1,137
11239,885,2,5,0.3,9,286
11240,30,3,3,0.27,1,0
11241,100,6,11,0.52,1,0
11243,39,3,20,0.93,4,3
11244,61,2,19,0.89,1,76
11245,20,1,35,1.75,4,108
11246,90,3,2,0.09,1,7
11247,133,5,49,2.32,16,155
11248,98,2,60,3.15,12,297
11249,55,2,13,0.64,1,85
11250,50,7,1,0.05,1,0
11251,52,3,41,1.93,1,244
11252,30,2,30,1.44,1,10
11253,45,13,3,0.14,1,0
11254,71,2,1,0.05,1,0
11256,15,6,2,0.1,1,0
11257,25,4,1,0.12,2,0
11258,49,2,25,2.44,1,168
11259,32,10,2,0.14,1,219
11260,85,5,2,0.1,1,0
11261,80,3,5,0.23,3,0
11262,58,1,87,4.51,1,101
11263,80,3,3,0.17,1,83
11264,26,2,20,1.1,1,0
11265,99,4,10,0.54,1,0
11266,75,2,17,0.84,1,0
11267,18,1,8,0.38,1,0
11268,84,6,7,0.33,1,0
11269,160,3,59,2.82,3,0
11270,240,2,72,3.33,8,27
11271,50,3,74,3.49,1,76
11272,69,1,70,3.66,1,345
11273,55,3,37,1.69,1,233
11274,155,2,53,2.5,8,33
11275,25,3,15,0.7,1,0
11276,85,3,6,0.34,1,35
11277,40,2,49,2.33,1,19
11278,80,2,3,0.14,1,364
11279,61,1,27,1.3,1,17
11280,30,2,15,0.8,2,134
11281,40,1,22,1.03,2,0
11282,26,2,53,2.5,2,23
11283,35,1,5,0.24,1,0
11284,40,3,44,2.08,1,165
11285,30,3,17,0.8,1,0
11286,85,2,5,0.24,1,4
11287,48,10,20,0.95,1,285
11288,75,2,8,0.38,1,0
11289,240,2,60,2.96,8,31
11290,155,2,40,1.86,8,34
11291,50,2,5,0.24,1,0
11292,240,2,47,2.2,8,25
11293,100,2,49,2.43,1,316
11294,130,5,6,0.35,1,279
11295,155,2,54,2.55,8,41
11296,59,1,35,1.75,3,272
11297,30,5,27,1.33,1,38
11298,47,61,4,0.23,2,251
11299,45,4,10,0.47,1,0
11300,60,10,11,0.55,3,0
11301,50,3,4,0.23,1,0
11302,139,3,46,2.23,6,130
11303,25,3,67,3.11,1,10
11304,98,2,83,3.84,12,322
11305,40,2,62,2.86,1,0
11306,33,6,22,1.02,2,142
11308,34,2,13,0.64,1,66
11309,25,2,68,3.15,1,112
11310,85,2,49,2.31,8,329
11312,34,3,41,2.14,1,129
11315,85,1,61,3.28,1,322
11316,50,1,6,0.38,2,0
11317,39,1,5,0.24,1,351
11318,55,2,73,3.45,12,237
11319,45,2,17,0.79,1,0
11320,69,3,102,4.85,9,66
11321,99,3,3,0.5,2,0
11323,98,2,69,3.58,12,331
11324,98,2,50,2.63,12,314
11325,80,3,10,0.59,1,63
11327,95,3,8,0.39,1,126
11328,69,20,19,0.91,1,344
11330,45,1,3,0.8,2,0
11331,49,4,1,0.05,2,0
11332,25,2,54,2.56,1,41
11333,93,2,8,0.38,3,0
11334,66,6,11,0.53,1,8
11335,24,3,22,1.05,1,5
11336,32,2,43,2.33,1,34
11337,20,2,3,0.14,1,0
11338,30,5,14,0.66,1,285
11339,26,1,2,0.1,2,0
11340,214,2,45,2.18,9,37
11342,214,2,44,2.12,9,37
11343,31,2,27,1.62,1,140
11344,59,5,8,0.45,2,352
11345,214,2,36,1.71,9,37
11347,35,3,23,1.2,1,0
11348,34,2,13,0.62,1,19
11350,25,5,4,0.2,1,0
11351,151,2,42,2.1,9,43
11352,23,4,50,2.35,1,11
11354,67,3,28,1.51,1,54
11356,35,3,10,0.57,2,29
11357,35,2,48,2.3,1,166
11358,29,2,24,4.74,2,31
11359,52,2,5,0.58,2,11
11360,90,3,1,0.06,1,0
11362,100,4,5,0.34,1,0
11363,114,2,23,1.13,1,80
11364,39,4,15,0.73,1,2
11365,45,5,19,0.92,1,56
11366,40,1,21,1.0,1,10
11367,28,2,8,0.38,1,0
11368,151,2,41,1.96,9,37
11369,89,2,32,1.58,9,53
11370,29,4,1,0.07,1,0
11371,125,4,32,2.13,1,8
11372,69,2,25,1.22,1,83
11373,37,30,4,0.2,1,0
11374,37,3,22,1.04,1,0
11376,60,2,2,0.1,1,358
11377,35,7,4,0.19,1,0
11378,23,6,5,0.24,1,0
11379,28,1,44,2.29,1,7
11380,25,2,3,0.14,1,0
11381,48,2,22,2.05,1,0
11382,120,3,5,0.25,6,106
11383,60,2,16,0.79,1,11
11384,65,5,7,0.78,1,349
11386,35,1,25,1.38,1,17
11387,20,2,1,0.05,1,0
11388,39,7,22,1.07,1,0
11390,40,5,6,0.29,2,0
11392,95,2,16,0.91,1,33
11393,35,1,20,0.94,1,0
11394,35,5,2,0.09,1,0
11395,17,27,2,0.1,1,0
11396,50,2,9,0.44,1,279
11397,25,2,6,0.28,1,0
11398,30,7,12,0.56,2,1
11399,30,7,1,0.05,1,0
11400,150,3,17,0.84,1,177
11401,68,1,84,4.12,1,19
11402,39,2,3,0.21,1,0
11404,34,3,28,1.33,3,0
11405,59,2,15,0.71,3,283
11406,85,2,84,4.83,1,272
11407,27,2,29,1.37,1,195
11408,32,2,4,0.19,1,0
11409,77,20,6,0.3,2,142
11410,25,8,7,0.34,1,128
11411,40,1,2,0.09,1,0
11412,179,1,41,2.24,4,164
11414,65,4,7,0.34,1,0
11415,98,2,62,3.25,12,337
11416,59,2,24,1.13,1,62
11417,20,2,11,0.51,1,0
11418,72,2,11,0.52,2,321
11419,67,1,18,1.36,1,85
11420,34,6,10,0.48,1,0
11421,33,60,4,0.26,16,204
11422,45,3,2,0.1,1,0
11423,100,4,10,0.5,1,322
11425,35,2,91,4.52,2,340
11426,47,2,53,2.56,1,35
11427,100,15,2,0.1,1,0
11428,27,2,3,0.14,1,0
11429,120,1,1,0.06,2,362
11430,55,2,2,0.13,3,0
11431,60,2,7,0.34,1,0
11432,58,1,14,0.66,1,335
11434,65,2,8,0.38,1,126
11435,150,2,5,0.24,1,0
11436,40,6,25,1.3,1,0
11437,22,2,4,0.29,1,0
11438,20,2,2,0.1,1,0
11439,19,4,6,0.29,3,0
11440,65,3,3,0.16,1,0
11441,50,3,4,0.19,2,179
11443,72,5,12,0.57,2,89
11444,52,5,12,0.57,2,83
11446,129,2,8,0.39,1,0
11447,99,3,23,1.14,6,158
11448,93,59,8,0.38,2,130
11449,27,2,5,0.24,1,0
11451,55,2,3,0.14,1,159
11452,45,3,12,0.66,1,0
11453,39,2,3,0.14,2,63
11454,100,5,2,0.13,1,0
11455,91,1,38,1.88,1,323
11456,35,1,3,0.14,1,0
11457,20,3,6,0.29,1,0
11458,55,3,15,1.08,1,69
11459,30,1,25,1.29,1,0
11460,65,2,18,0.89,1,53
11461,80,5,7,0.36,1,0
11462,50,3,2,0.09,1,0
11463,110,2,11,0.58,1,0
11464,30,1,9,0.43,1,0
11465,49,2,6,0.32,2,85
11466,200,3,1,0.05,1,89
11467,60,3,5,0.58,1,0
11468,33,1,23,1.25,4,164
11469,35,2,85,4.17,1,4
11470,28,1,5,0.24,1,0
11471,500,1,26,1.27,1,0
11472,50,2,12,0.58,1,362
11473,25,1,28,1.33,2,338
11475,30,1,67,3.32,1,164
11476,69,1,1,0.05,3,0
11477,23,1,13,0.63,1,311
11478,25,4,3,0.15,1,0
11479,40,2,74,3.52,1,320
11481,26,2,1,0.05,1,0
11482,160,1,40,2.39,1,331
11483,23,1,1,0.05,1,0
11484,45,2,43,2.32,1,56
11488,39,60,4,0.41,1,204
11489,75,3,11,0.52,2,36
11490,42,4,3,0.17,1,0
11491,79,4,33,1.8,9,77
11492,279,2,38,1.88,5,334
11493,27,1,2,0.1,1,0
11494,59,3,2,0.1,1,0
11495,119,1,68,3.3,9,152
11497,42,3,9,0.51,2,0
11498,54,3,98,4.79,2,5
11499,57,2,8,0.38,1,0
11500,30,2,4,0.26,1,310
11501,27,3,10,0.48,1,0
11504,99,2,21,1.13,6,154
11505,45,2,16,0.82,1,0
11506,50,4,1,0.63,2,0
11507,39,28,1,0.05,1,0
11509,17,1,8,0.39,1,94
11510,50,3,15,0.73,1,0
11511,40,1,41,1.96,1,31
11512,33,1,1,0.05,1,0
11513,21,2,68,3.27,3,109
11514,130,4,29,1.37,1,0
11516,100,5,15,0.78,2,0
11517,89,2,28,1.37,9,52
11518,40,1,3,0.14,1,0
11519,40,3,13,0.69,1,0
11520,35,3,14,0.69,1,0
11522,89,2,27,1.3,9,57
11524,20,12,6,0.34,1,0
11525,55,14,1,0.05,1,0
11526,196,2,17,1.02,9,50
11527,35,3,9,0.45,1,362
11528,50,1,9,5.0,1,75
11529,100,4,1,0.05,1,0
11530,100,2,45,2.28,8,53
11531,20,2,67,3.28,1,22
11532,49,3,57,2.81,1,320
11534,145,2,19,0.94,7,24
11535,29,2,51,2.61,1,17
11538,35,2,3,1.23,1,4
11539,25,3,7,1.25,1,0
11541,169,7,27,1.33,2,251
11543,145,2,10,0.49,7,57
11544,70,2,5,0.25,1,0
11545,14,1,1,0.05,1,332
11546,20,20,2,0.1,1,0
11547,50,2,11,0.53,1,0
11548,49,1,33,1.6,2,22
11549,40,1,4,0.19,1,0
11550,120,2,9,0.45,1,279
11551,60,2,14,0.69,1,0
11552,34,2,39,1.9,1,162
11553,109,3,48,2.43,6,143
11554,60,4,29,1.38,1,49
11555,17,4,21,1.0,1,2
11556,33,3,68,3.29,1,48
11558,50,1,8,0.4,2,309
11559,35,1,4,0.21,2,259
11560,40,1,19,0.9,1,279
11561,9,95,26,1.3,1,0
11563,40,3,3,0.94,1,0
11564,35,1,41,2.16,1,0
11565,55,5,6,0.3,1,5
11566,20,3,76,3.68,1,40
11567,70,4,2,0.14,1,347
11568,39,4,4,0.21,1,0
11569,50,5,22,1.06,1,48
11570,70,2,15,0.83,1,0
11571,20,7,3,0.15,1,0
11572,50,4,1,0.06,1,0
11574,79,30,1,0.06,26,303
11575,28,2,69,3.39,2,147
11576,99,1,8,0.39,1,6
11577,80,1,89,4.66,2,61
11578,145,2,4,0.3,7,27
11579,145,2,1,0.21,7,51
11580,50,10,2,0.11,1,0
11581,37,1,6,0.35,13,184
11582,240,2,21,1.06,7,20
11583,20,1,1,0.05,1,0
11585,36,6,3,0.16,1,279
11586,170,3,31,1.63,1,92
11587,40,7,11,0.56,1,13
11588,125,2,5,0.26,2,153
11590,78,5,3,0.29,1,40
11591,14,14,2,0.1,1,0
11592,32,1,28,1.35,1,162
11593,30,4,15,0.8,1,0
11594,32,2,64,3.17,2,56
11595,70,4,3,0.14,1,0
11596,98,3,14,0.67,1,338
11597,51,4,77,3.74,4,16
11598,37,1,41,2.11,1,75
11599,25,60,3,0.2,7,59
11600,40,3,4,0.23,1,177
11601,24,3,8,0.4,2,0
11602,65,3,1,0.1,2,0
11603,70,2,14,0.68,1,0
11604,56,3,3,0.15,1,0
11605,25,2,4,0.19,2,0
11606,40,2,61,2.95,1,235
11608,20,6,1,0.05,2,0
11610,55,3,1,0.05,1,0
11611,20,3,8,0.42,1,0
11613,25,1,72,3.78,1,351
11614,25,3,21,1.04,1,0
11615,85,3,4,0.2,1,0
11616,27,2,25,1.22,1,52
11617,50,2,17,0.82,1,4
11618,72,1,78,4.0,2,325
11620,30,7,11,0.62,1,0
11621,100,1,7,0.34,1,0
11622,50,2,14,0.72,1,310
11623,17,3,45,2.18,1,0
11625,18,4,2,0.1,1,0
11626,280,2,4,0.2,3,17
11627,110,14,17,0.84,1,48
11628,44,2,11,0.55,1,0
11629,25,3,9,0.44,1,0
11630,157,3,93,4.63,1,52
11632,90,3,12,0.59,1,170
11633,90,2,2,0.1,1,0
11634,48,4,22,1.7,1,46
11635,189,2,13,0.79,5,330
11636,76,4,6,0.32,2,0
11637,28,1,4,0.2,1,0
11638,40,1,6,0.29,1,0
11639,85,3,1,0.05,1,0
11640,68,7,4,0.24,1,15
11641,98,2,59,3.04,12,332
11642,89,2,36,1.89,12,310
11643,30,3,7,0.35,2,45
11644,44,1,20,1.04,1,0
11645,20,2,11,0.55,2,0
11646,59,2,14,0.68,1,0
11647,160,7,1,0.05,1,149
11648,22,7,1,0.05,2,0
11649,30,2,5,0.27,1,0
11650,39,2,61,3.08,1,0
11651,50,2,38,2.13,1,74
11652,39,1,5,0.24,2,22
11653,90,2,50,2.44,8,286
11655,45,3,18,0.9,2,0
11656,18,1,3,0.15,1,0
11657,25,1,1,0.05,1,0
11658,20,1,15,0.74,1,0
11661,85,1,16,0.97,1,125
11662,60,2,22,1.2,1,0
11663,18,1,40,1.96,1,0
11664,98,2,78,4.0,12,300
11666,45,2,10,0.51,1,0
11667,35,2,11,0.53,1,2
11669,21,2,77,3.79,3,134
11670,60,2,42,2.1,1,35
11671,55,2,59,4.11,1,65
11672,39,1,2,0.11,1,84
11674,40,2,2,0.1,1,0
11675,32,3,10,0.49,1,0
11677,300,2,86,4.24,1,222
11678,50,1,3,0.16,2,0
11679,57,5,3,0.15,1,0
11680,21,4,2,0.1,1,0
11681,51,60,26,1.27,4,37
11683,70,2,14,0.73,1,0
11684,40,3,2,0.24,1,13
11685,58,2,4,0.2,3,0
11686,75,30,10,0.6,1,199
11689,120,3,4,0.49,1,0
11690,40,2,32,1.59,1,10
11691,67,3,6,0.3,1,21
11692,93,2,12,0.61,1,7
11693,30,30,2,0.11,19,347
11694,68,2,35,1.78,2,0
11695,42,6,2,0.12,1,4
11696,100,7,4,0.28,1,1
11697,59,5,17,0.86,1,0
11698,30,2,6,0.3,1,0
11699,55,3,24,1.28,1,6
11700,200,3,9,0.58,17,164
11702,26,1,32,1.56,2,365
11704,29,4,25,1.23,1,91
11705,50,2,4,0.23,1,0
11706,29,2,5,0.27,2,17
11707,30,2,2,0.1,1,0
11708,60,7,20,0.98,1,0
11709,12,7,1,0.05,1,0
11710,22,3,18,0.89,1,0
11711,14,15,6,0.41,1,102
11712,27,1,15,0.78,1,0
11713,1000,30,5,0.6,3,90
11714,30,6,1,0.05,1,0
11716,32,2,47,2.52,1,77
11717,23,3,2,0.11,1,0
11718,50,1,31,1.63,1,360
11719,25,2,5,0.24,2,0
11721,130,3,8,3.81,4,296
11723,20,3,1,0.05,1,0
11724,28,7,1,0.07,1,0
11725,34,2,2,0.11,1,0
11726,80,4,39,1.91,1,295
11727,65,3,37,1.88,1,17
11728,22,3,9,0.44,1,0
11729,59,4,6,0.3,1,0
11730,24,3,41,2.0,1,6
11731,33,5,7,0.35,1,0
11732,110,2,4,0.2,1,0
11733,20,3,12,0.88,1,12
11734,96,2,52,2.72,1,33
11735,40,4,11,0.69,2,0
11737,22,4,3,0.15,1,234
11739,199,2,16,1.08,5,211
11740,45,2,8,0.4,2,89
11741,40,4,2,0.1,1,0
11743,65,15,4,0.2,1,9
11744,25,3,2,0.13,1,0
11746,37,3,4,0.2,1,0
11747,30,4,8,0.4,4,0
11748,39,1,13,0.65,1,87
11750,45,3,17,0.84,1,25
11751,49,3,4,0.23,1,0
11752,65,1,43,2.15,2,69
11754,60,25,4,0.25,4,341
11755,85,3,17,0.86,1,24
11756,36,21,3,0.41,19,318
11757,59,20,3,0.18,19,364
11758,50,1,6,0.3,1,0
11759,75,3,2,0.1,1,0
11760,46,1,8,0.39,1,0
11762,170,30,12,0.62,16,358
11763,35,2,5,0.25,1,0
11764,40,1,1,0.05,1,0
11765,39,2,24,1.18,1,0
11766,35,3,93,4.6,1,6
11768,70,60,2,0.18,1,88
11769,25,5,2,0.1,1,0
11770,35,1,3,0.15,1,0
11771,39,3,14,0.85,1,0
11772,16,1,2,0.1,1,0
11773,45,3,3,0.15,3,0
11774,95,2,91,4.5,1,47
11775,50,2,5,0.69,1,0
11776,23,5,7,0.34,1,0
11777,35,2,9,0.44,1,54
11778,40,2,4,0.2,2,0
11779,30,2,1,0.05,1,129
11781,26,3,10,0.49,1,0
11782,25,1,11,0.57,1,0
11783,25,2,1,0.05,1,0
11784,43,4,16,0.8,1,3
11785,22,1,23,1.3,2,18
11786,54,2,39,1.92,1,34
11787,80,3,1,0.05,1,0
11788,25,5,18,0.89,3,0
11789,40,5,11,0.57,1,40
11790,29,2,2,0.11,2,18
11791,60,3,50,2.54,19,318
11792,60,2,5,0.25,1,0
11793,49,2,4,0.48,1,4
11796,29,2,30,1.55,1,0
11797,75,2,21,1.06,1,0
11798,35,5,3,0.39,1,147
11799,25,2,5,0.26,1,0
11800,52,5,5,0.35,2,0
11801,35,1,10,2.1,1,0
11802,30,2,19,0.97,1,352
11803,63,2,3,0.2,1,0
11804,32,4,15,0.75,1,4
11806,75,1,7,0.35,1,313
11807,35,2,16,0.91,1,89
11808,17,3,1,0.05,1,0
11809,75,1,53,3.15,2,353
11810,30,2,27,1.42,1,279
11812,49,2,6,0.3,1,0
11813,42,3,20,0.99,1,21
11815,60,2,19,1.08,1,224
11816,72,3,2,0.1,1,0
11817,68,2,12,0.59,1,0
11818,150,3,5,0.26,1,177
11819,60,2,24,1.2,1,5
11820,33,1,5,0.25,1,0
11821,22,3,4,0.2,2,0
11823,36,2,31,1.56,1,77
11824,40,2,9,0.47,1,35
11826,27,3,5,0.28,2,0
11827,100,2,4,0.22,1,310
11828,45,3,6,0.3,1,0
11829,30,5,17,0.85,2,2
11832,85,3,33,1.64,1,1
11833,30,2,20,1.04,1,0
11834,129,3,11,0.62,1,14
11835,45,14,1,0.28,1,0
11836,77,5,3,0.19,1,0
11837,26,90,1,1.0,7,0
11838,35,1,3,0.15,1,0
11839,20,7,1,0.05,1,0
11841,40,2,40,1.97,3,55
11842,89,5,6,0.32,1,9
11843,32,2,55,2.74,1,0
11845,20,2,2,0.16,1,0
11847,34,3,17,0.85,1,0
11848,63,4,24,1.23,1,2
11850,20,5,1,0.07,1,0
11851,149,5,1,0.05,2,0
11852,85,5,3,0.2,1,40
11854,74,2,26,1.34,2,3
11855,35,3,18,1.0,1,0
11856,29,1,6,0.3,1,0
11857,49,2,24,1.2,1,17
11858,20,2,14,0.69,1,0
11859,49,2,61,3.09,1,59
11860,25,3,15,0.75,1,0
11862,19,4,5,0.25,3,0
11863,45,1,3,0.16,2,70
11864,29,2,10,0.51,3,4
11865,124,60,8,0.44,1,363
11866,20,1,7,0.35,1,0
11867,28,9,8,0.42,1,35
11868,92,1,8,1.76,1,0
11869,118,5,6,0.41,1,0
11870,30,4,46,2.34,1,54
11871,48,3,15,0.77,1,36
11873,40,5,29,1.47,1,7
11874,65,3,8,0.41,1,0
11875,25,3,2,0.1,1,0
11876,35,5,14,0.72,2,60
11877,48,4,9,0.49,1,0
11878,65,3,3,0.22,1,26
11880,60,4,59,3.07,1,3
11881,75,3,28,1.51,1,52
11882,60,2,16,0.83,1,1
11883,99,2,68,3.49,5,27
11884,50,2,15,0.79,1,9
11885,200,1,26,1.37,1,81
11887,39,3,1,0.08,1,0
11888,33,4,9,1.59,1,0
11889,35,1,1,0.06,1,0
11890,62,2,11,0.68,6,274
11891,42,1,59,3.32,45,102
11892,42,1,50,2.73,45,149
11893,42,1,33,1.74,45,139
11894,42,1,41,2.22,45,130
11895,42,1,31,1.85,45,162
11896,42,1,38,2.05,45,128
11897,37,1,29,1.52,45,121
11898,42,1,43,2.37,45,127
11899,42,1,60,3.14,45,121
11900,42,1,32,1.64,45,142
11901,60,4,4,0.21,1,0
11902,63,2,16,0.8,6,289
11903,50,3,6,0.3,1,0
11904,30,2,5,1.26,1,29
11905,55,2,34,1.82,17,353
11906,35,3,25,1.25,1,4
11907,18,5,5,0.25,1,0
11908,40,2,2,0.1,1,0
11909,48,1,75,3.78,1,54
11910,195,2,18,0.9,1,365
11911,30,5,3,0.21,1,8
11912,265,2,40,2.27,1,87
11914,40,2,13,1.75,1,70
11916,20,2,8,0.4,1,0
11918,20,7,3,0.22,1,66
11919,23,3,4,0.21,1,0
11920,99,7,2,0.1,2,358
11921,123,5,6,0.32,1,0
11923,20,10,2,0.14,1,0
11924,39,6,6,0.31,2,3
11925,18,3,4,0.2,1,0
11926,42,1,43,2.36,45,159
11927,40,2,2,0.1,5,0
11928,89,6,1,0.05,1,16
11929,60,60,3,0.19,2,237
11930,55,3,2,0.12,1,0
11931,55,3,9,0.59,1,144
11933,28,3,12,0.65,1,0
11935,30,2,16,0.82,2,0
11938,39,15,1,0.77,19,364
11939,35,25,5,0.26,19,305
11940,95,3,3,0.21,1,165
11941,70,3,18,0.97,1,4
11942,35,2,8,1.17,1,52
11943,100,3,59,3.12,1,314
11944,30,2,13,0.72,1,20
11946,75,12,1,1.0,1,362
11947,85,2,64,3.28,1,154
11948,180,2,16,0.86,5,154
11950,40,3,48,3.25,1,64
11951,30,3,8,0.41,1,0
11952,28,7,4,0.4,1,4
11953,40,1,85,4.34,1,327
11954,30,1,18,0.93,2,1
11955,45,1,16,0.85,1,0
11956,17,4,93,4.88,1,0
